zip_code,county_code,city,state,county_name,gender,marital_status,age,income,median_income,education_code,occupation,num_in_hhld,num_of_adults,num_of_children,child0_3,child4_6,child7_9,child10_11,child13_18,children,home_owner,dwelling_type,year_structure,median_home_value,len_of_residence,great_outdoors,sporting_life,health_fitness,luxury_life,doit_yourselfer,truck_owner,motor_cycle,sports,entertainment_enth,hobbyists,avid_readers,collectors,travel,pets,music,toys,art_craft,gardening,family,food,cars,casino_gambling,contributors,travel_business,travel_personal,travel_vacation,donor_arts_or_cultural,contributor_index,AAPPAREL,ACASHCONT,AEDUCATN,AENTRTAIN,AFOODTOTL,AGTOTALE,AHEALTH,AHOUSING,AINSPENSN,AREADING,ATRANS
98682,11,Vancouver,WA,Clark,F,M,47,N,48,,0,6,5,1,,,,1,,1,Y,S,2008,0,1,,1,,,1,,,1,,1,1,,1,,,,1,1,1,1,,,1,,,1,,6,1723.03,1764.37,941.29,3652.11,8051.12,981.87,3844.16,19108.95,6250.65,125.78,12650.71
85259,13,Scottsdale,AZ,Maricopa,M,M,63,O,147,1,6,1,1,0,,,,,,,R,S,,727,0,1,,,,1,,,,1,1,1,,1,1,1,,,1,,1,1,,,,,1,,4,1768.51,2731.64,957.69,4152.22,7157.74,1111.25,4603.6,19025.23,7627.24,143.34,16084.58
53072,133,Pewaukee,WI,Waukesha,M,M,56,O,255,1,0,5,4,1,,,,,1,1,Y,S,,0,15,,1,1,,,,,1,,1,1,1,1,,,,1,1,1,1,1,,,,,1,,1,1664.08,2623.8,1236.24,3290.51,7147.51,928.51,4436.4,19165.67,7247.07,124.65,12187.08
92648,59,Huntington Beach,CA,Orange,F,S,37,O,255,3,0,1,1,0,,,,,,,Y,S,1987,0,15,1,1,1,,,,,1,1,1,1,1,1,,1,,1,1,,1,,,,,,1,,1,1928.18,2027.61,1504.82,3030.96,7644.82,1289.23,3996.06,23007.87,6670.75,123.11,11936.3
2532,1,Buzzards Bay,MA,Barnstable,M,M,39,H,64,1,0,5,2,3,,1,1,,,1,Y,S,1982,262,6,,,,,1,,,,,1,1,,1,,1,,1,1,1,1,,,,,,1,,3,1765.7,1761.67,1618.71,2978.34,8573.59,1553.06,4900.44,21201.48,7508.88,146.14,12597.97
11030,59,Manhasset,NY,Nassau,M,M,48,O,206,,0,8,6,2,,,1,1,,1,Y,S,1988,999,4,1,,1,1,1,,,,,1,1,,1,,,,1,1,1,1,,,1,,,1,,3,2614.55,2875.49,2578.55,3349.92,8819.95,1799.14,5808.54,26531.85,9907.36,168.14,14639.54
93065,111,Simi Valley,CA,Ventura,F,S,55,K,195,,0,5,4,1,,,,,1,1,Y,S,1999,841,10,,1,1,1,,,,1,,1,1,1,1,1,,,1,1,1,1,1,,,,,1,,1,2099.37,2123.04,1781.03,3183.86,8262.54,1351.89,4295.94,23989.66,7448.42,128.16,12929.84
20905,31,Silver Spring,MD,Montgomery,F,M,58,O,255,3,49,3,2,1,,,,,,1,Y,S,2002,861,5,,,,,,,,,,,,1,1,,,,1,,,,,,1,,,1,,1,1845.42,2898.76,2011.81,3641.05,9160.36,1364.37,5903.69,25276.3,10234.73,175.98,15758.21
23454,810,Virginia Beach,VA,Virginia Beach City,M,M,62,O,133,2,13,4,3,1,,1,,,,1,Y,S,1976,715,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1891.25,1850.28,958.82,2367.35,6858.72,773.53,3803.91,18652.25,6152.8,101.08,12670.86
78731,453,Austin,TX,Travis,F,S,0,L,250,,0,5,4,1,,,,,,1,Y,S,2001,0,1,1,1,1,,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,1,1842.28,2403.87,982.15,3075.75,7206.02,1130.89,4539.44,20072.04,7270.07,99.14,13905.65
90272,37,Pacific Palisades,CA,Los Angeles,M,M,60,N,144,2,2,2,2,0,,,,,,,Y,S,1991,999,2,,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,7,2201.03,3011.54,2110.83,3729.57,8572.52,2137.44,5696.19,26663.89,8486.94,166.9,14386
39157,89,Ridgeland,MS,Madison,F,M,56,O,148,2,2,4,3,1,,,,,,1,Y,S,,0,1,1,1,1,1,1,,,1,1,1,1,,1,,1,,,,1,1,1,,,,,1,,2,1455.54,1571.07,651.04,1887.25,5477.08,617.66,3022.31,14073.37,4371.26,64.14,9407.01
78731,453,Austin,TX,Travis,M,M,48,O,139,1,16,2,2,0,,,,,,,Y,S,1965,480,9,,1,1,,,,,1,1,1,1,,1,,1,,,1,1,1,,,1,,,1,,4,1842.28,2403.87,982.15,3075.75,7206.02,1130.89,4539.44,20072.04,7270.07,99.14,13905.65
7458,3,Upper Saddle River,NJ,Bergen,M,M,63,O,144,3,0,3,2,0,,,,,,,Y,S,2002,973,9,,1,,1,1,,,1,,1,1,,1,,,,,1,,1,,,1,1,,1,,1,2883.89,2470.92,4414.92,3752.22,9478.86,3851.96,5913.06,29915.9,10314.17,205.61,16519.68
92887,59,Yorba Linda,CA,Orange,,M,62,J,255,,0,6,6,0,,,,,,,Y,S,1986,758,13,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,,1,,1,2461.26,3252.05,2289.5,3659.3,9143.55,1754.35,4903.86,26478.44,9446.26,150.53,15002.06
7719,25,Belmar,NJ,Monmouth,F,M,60,J,175,,0,3,2,1,,,,,1,1,Y,S,1925,594,15,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,2,2348.03,1708.63,3051.1,2948.2,8326.54,2716.72,4896.34,26579.77,7337.23,166.39,13136.37
94506,13,Danville,CA,Contra Costa,F,M,51,O,215,3,0,5,4,1,,,,,,1,Y,S,1985,999,2,,,,1,,,,,,1,,,1,,,,,,,1,,,1,,,1,,6,2648.21,3765.9,2513.72,4097.43,9786.63,1990.37,5306.95,28252.48,10669.48,159.11,15709.42
77005,201,Houston,TX,Harris,M,M,75,K,109,,8,2,2,0,,,,,,,R,S,,212,2,1,1,1,,1,,,1,1,1,1,,1,,1,,1,1,,1,1,,1,,,1,,2,2069.28,2596.05,1368.17,3744.47,8233.64,1526.93,5288.34,22936.44,9231.04,111.73,16110.52
10504,119,Armonk,NY,Westchester,M,M,24,O,196,,0,6,5,1,,,,,1,1,Y,S,1989,999,15,1,1,1,1,1,,,1,1,,1,1,1,1,1,,1,1,1,,1,,1,,,1,,4,2721.23,2600.85,2921.25,3440.79,8914.38,1849.88,5762.16,27456.03,10581.95,162.8,14919.59
33158,86,Coral Gables,FL,Miami-Dade,F,M,86,N,255,2,0,3,2,1,,,,1,,1,Y,A,1956,999,4,,1,1,1,,,,1,1,1,1,1,1,,1,,,,,1,,,1,,,1,,4,1924.64,2271.35,704.8,3026.34,7967.17,1045.34,5072.86,19794.02,7259.68,105.06,15322.55
84103,35,Salt Lake City,UT,Salt Lake,M,M,50,K,137,2,6,7,3,4,,,,1,1,1,Y,S,1965,724,11,1,1,1,1,1,1,,1,,1,1,1,1,,,,1,1,1,1,1,,1,,1,1,,2,1734.89,3080.77,1068.01,2731.01,6792.56,914.91,4546.25,16887.67,5202.73,108.28,11642.77
7733,25,Holmdel,NJ,Monmouth,F,M,48,O,226,,0,6,2,4,,,1,1,,1,Y,S,,874,15,,1,1,,1,,,1,1,1,1,,1,1,1,,1,1,1,1,,,,,,1,,3,2867.82,2189.01,4344.61,3672.62,9792.17,3738.14,5651.18,30902.1,9681.33,204.93,16213.88
85018,13,Phoenix,AZ,Maricopa,M,M,25,O,138,,0,5,4,1,,,,,1,1,Y,S,1946,739,8,,,1,1,,,,,,1,1,1,1,,,,1,1,,1,1,,1,,,1,,1,1596.34,2151.09,768.03,3228.62,6228.39,860.06,3832.83,16445.13,5583.74,108.7,13669.36
2655,1,Osterville,MA,Barnstable,M,M,55,M,80,3,0,2,2,0,,,,,,,Y,S,1975,576,15,,1,1,,1,,,1,1,1,1,1,1,1,1,,,,,1,,,1,,,1,,2,1843.26,2230.37,1638.75,3494.28,9403.57,1749.73,5770.24,23366.64,8725.44,178.46,13862.17
13152,67,Skaneateles,NY,Onondaga,F,M,52,N,130,3,2,4,3,1,,,,,,1,Y,S,1953,406,15,1,1,1,1,1,,,1,,1,1,,1,,,,1,1,1,1,1,,1,,,1,,2,2000.59,2400.38,1824.5,2785.58,7424.58,1448.57,5133.45,23577.62,7749.4,139.36,13371.42
60614,31,Chicago,IL,Cook,F,M,50,L,98,3,0,2,2,0,,,,,,,Y,A,1863,273,15,,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,1,,,1,1,,1,,8,2809.81,1495.16,1889.46,2946.24,7757.74,900.91,3943.09,20285.78,7458.26,88.93,13217.01
11705,103,Bayport,NY,Suffolk,M,M,59,O,119,3,16,5,4,1,,,,,1,1,Y,S,,565,11,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,1,2377.27,2343.45,2472.93,2901.22,7928.47,1596.41,4949.38,24906.15,8815.6,137.05,13759.8
39211,49,Jackson,MS,Hinds,F,M,56,O,255,3,0,3,2,0,,,,,,,Y,S,1986,0,8,1,,,,,,,,1,1,1,,1,,,,1,1,,1,,,,,,1,,1,1582.57,2025,725.47,2293.46,6188.37,747.98,3901.76,15359.79,5052.85,84.01,10642.17
93063,111,Simi Valley,CA,Ventura,F,M,53,O,161,1,2,5,3,2,,,,1,1,1,Y,S,1978,743,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,,1,,,1,,,1,,4,2062.57,2246.81,1723.98,3159.83,8146.21,1370.63,4297.93,23711.65,7260.66,127.26,12866.55
6840,1,New Canaan,CT,Fairfield,F,M,60,O,255,2,0,5,5,0,,,,,,,Y,S,,0,14,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,,1,,1,2514.08,2455.44,6370.17,4087.68,10737.3,2771.63,6173.64,27956.28,10335.54,171.19,14645.66
92373,71,Redlands,CA,San Bernardino,F,S,32,K,255,,0,0,2,0,,,,,,,R,S,,0,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1957.55,2121.83,1488.33,2882.05,7425.49,1420.14,4185.8,22398.52,6421.78,121.72,11614.61
94025,81,Menlo Park,CA,San Mateo,F,S,48,O,200,2,0,2,2,0,,,,,,,Y,S,1951,999,12,1,1,,,1,,,1,,,1,,1,,,,,1,,,,,1,,,1,,4,2130.83,2354.65,1779.26,3400.81,8426.9,1497.84,4467.81,25372.93,8052.7,136.67,13253.97
7076,39,Scotch Plains,NJ,Union,F,M,45,O,188,1,6,3,2,0,,,,,,,Y,S,,765,2,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,1,,9,2716.47,1944.08,3847.27,3351.06,9238.55,3485.12,5297.58,29287.34,8827.56,185.28,14550.03
60091,31,Wilmette,IL,Cook,M,M,62,O,92,2,0,5,4,1,,,,,,1,Y,S,1964,493,5,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,2729.17,2480.78,2604.68,3087.89,8675.65,2148.71,5973.55,25175.57,8099.34,166.73,15207.73
77056,201,Houston,TX,Harris,F,M,69,O,113,4,0,3,2,1,,,,1,,1,Y,S,1959,632,5,1,1,,1,,,,1,1,,1,,1,,,,1,,,,,,1,,,1,,5,1846.29,2258.72,867.07,3065.49,7062.68,1074.82,4426.75,20001.97,7345.5,99.81,13997.04
11570,59,Rockville Centre,NY,Nassau,F,M,53,O,128,,0,5,4,0,,,,,,,Y,S,1908,680,15,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,,,,1,,1,,1,2289.2,2379.58,2186.07,2889.97,7820.23,1531.67,5052.85,24606.14,8400.68,138.84,13378.28
98112,33,Seattle,WA,King,F,M,38,K,90,1,16,7,3,4,,1,1,,,1,Y,S,1985,257,2,1,1,1,,1,,,1,1,1,1,1,1,,1,,1,,1,1,,,1,,1,1,,6,1773.56,2649.83,1229.74,4597.87,9555.22,1501.77,3990.1,23134.87,7896.65,157.55,13980.07
66047,45,Lawrence,KS,Douglas,M,M,65,N,73,3,30,3,3,0,,,,,,,Y,S,1997,300,15,,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,,1,2065.89,2759.92,1278.53,2926.47,7605.76,994.26,4841.28,17202.76,7029.22,141.99,13134.87
94552,1,Castro Valley,CA,Alameda,F,M,49,O,164,1,6,5,2,3,,,,1,,1,Y,S,1995,790,10,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,1,,4,2571.76,4089.03,2273.61,3964.88,9470.41,1918.75,5210.26,27391.87,10487.35,149.76,15411.65
63105,189,Saint Louis,MO,Saint Louis,M,M,76,O,255,3,0,5,5,0,,,,,,,Y,S,1931,796,15,,,1,,,,,,,,1,1,1,,1,,,,1,,,,1,,,1,,1,1709.91,3080.97,1618.95,3156.3,7907.15,811.53,5118.19,18317.44,8823.4,149.31,14969.77
94121,75,San Francisco,CA,San Francisco,F,M,47,H,79,2,0,3,2,1,,,,1,,1,Y,S,1923,973,8,1,,1,,,,,,,1,1,,1,,1,,,,,1,,,,,,1,,10,2228.79,3220.35,1640.97,3075.21,7964.83,1468.27,4377.56,23220.08,7439.51,116.51,12629.79
94114,75,San Francisco,CA,San Francisco,,M,0,D,255,,0,0,1,0,,,,,,,Y,S,1937,999,1,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,1,,8,2065.02,2272.63,1735.14,3495.85,8468.17,1474.11,4151.72,26002.9,8399.34,143.57,13451.83
8807,35,Bridgewater,NJ,Somerset,F,M,54,L,165,,0,3,2,0,,,,,,,W,S,1997,697,12,,1,1,,1,,,1,1,1,1,,1,,1,,1,1,,1,,,,,,1,,3,2681.91,1889.26,3714.78,3280.56,9205.86,3208.38,5027.81,29021.37,8609.02,167.22,14240.59
20165,107,Sterling,VA,Loudoun,F,M,43,O,146,2,31,7,2,5,,,1,1,,1,Y,S,1993,493,14,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,,1,,5,2254.61,2471.24,1400.06,3089.44,8450.39,1029.01,4627.8,23771.45,9059.53,127.86,15974.52
92691,59,Mission Viejo,CA,Orange,F,M,54,K,115,1,6,4,3,1,,,1,,,1,Y,S,1966,700,14,1,,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,5,2066.78,2216.73,1826.08,3275.42,8209.44,1513.78,4583.14,24135.6,7369.1,135.83,13122.24
95060,87,Santa Cruz,CA,Santa Cruz,F,S,59,K,63,2,31,2,1,0,,,,,,1,Y,S,1972,962,5,,,,,1,,,,,1,,,1,,,,,1,1,1,,,1,,,1,,3,1972.85,2165.18,1725.66,2908.48,7484.75,1242.29,3789.12,22696.73,6874.42,112.54,11372.93
90292,37,Marina Del Rey,CA,Los Angeles,F,,63,K,66,,0,3,2,0,,,,,,,Y,S,1947,810,6,1,,1,1,,,,,,1,1,1,1,1,1,,1,,1,1,,,1,,,1,,1,1908.12,2123.87,1493.65,3245.26,7722.64,1418.78,4056.52,24474.7,7296.9,136.75,12015.7
28277,119,Charlotte,NC,Mecklenburg,M,M,42,O,105,1,31,6,5,1,,,1,,,1,Y,S,2004,406,10,1,1,1,1,1,,,1,1,1,1,,1,,,,1,1,1,1,,,1,,,1,,3,1943.69,2097.84,1049.15,2998.75,7607.88,1016.52,4387.54,18909.04,7883.39,94.71,13299.66
91011,37,La Canada Flintridge,CA,Los Angeles,F,M,25,N,75,,0,6,5,1,,,,,,1,Y,S,1961,665,9,1,1,1,1,,,,1,,1,1,,1,,,,1,1,1,1,,,,,,1,,1,2474.24,3956.47,2308.67,3772.18,9063.23,2074.23,5677.05,26715.84,9441.07,157.81,14781.05
96734,3,Kailua,HI,Honolulu,F,M,58,O,255,1,6,3,2,0,,,,,,,Y,S,1947,999,8,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,5,2743.29,1957.27,1457.93,2549.76,10118.46,1330.31,4364.94,21339.85,8144.7,150.84,14939.69
92679,59,Trabuco Canyon,CA,Orange,M,M,42,O,142,2,3,4,2,2,,,1,1,,1,Y,S,1988,763,13,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,1,,,1,,1,,5,2437.57,2655.77,2618.36,3777.26,9672.36,1709.06,5057.53,27600,9793.78,160.98,15703.24
80304,13,Boulder,CO,Boulder,M,M,69,O,109,3,21,3,3,0,,,,,,,Y,S,1990,600,12,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,,1,1,,1,1,,1,,2,2608.88,2010.63,999.87,3804.26,7774.63,1173.51,4515.6,20233.8,6449.6,101.69,11880.45
95037,85,Morgan Hill,CA,Santa Clara,F,S,32,K,130,,0,1,1,0,,,,,,,Y,S,1988,801,13,,,,,1,,,,1,,,1,1,,1,,1,,,,,,,,,1,,7,2124.07,2341.46,1895.57,3373.23,8409.86,1531.1,4661.11,24744.4,7956.3,143.14,13522.71
98112,33,Seattle,WA,King,M,M,39,H,255,,0,3,3,0,,,,,,,Y,S,1983,0,4,,,,,,,,,,,1,,1,,,,,,1,,,,1,,,1,,1,1773.56,2649.83,1229.74,4597.87,9555.22,1501.77,3990.1,23134.87,7896.65,157.55,13980.07
92064,73,Poway,CA,San Diego,F,M,51,K,74,,0,2,2,0,,,,,,,Y,S,,399,2,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,2242.55,2578.57,2042.06,3492.9,8689.63,1687.65,4949.57,25419.08,8399.63,147.12,13947.21
10510,119,Briarcliff Manor,NY,Westchester,M,S,31,K,101,2,6,2,1,0,,,,,,1,Y,S,1963,663,2,,,,,1,,,,,,1,,1,,,,,1,,,,,1,,,1,,9,2601.97,2647.92,2782.29,3399.46,8782.44,1793.59,5731.52,26626.49,10056.54,165.25,14562.65
93311,29,Bakersfield,CA,Kern,F,M,43,K,80,2,46,5,2,3,1,,1,,,1,W,S,2001,274,1,,1,,,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,1,,6,2194.88,2373.64,1714.64,3223.82,8456.05,1333.63,4210.88,24463.28,8067.64,125.84,13321.21
19382,29,West Chester,PA,Chester,M,S,71,L,255,3,4,8,3,5,,,1,1,1,1,Y,S,1997,452,4,,,,,,,,,,1,1,,1,1,1,,,,1,1,,,1,,,1,,1,1927.09,1513.62,1949.64,2897.75,7611.77,1743.69,4090.06,18149.43,6407.2,115.4,12794.18
91301,37,Agoura Hills,CA,Los Angeles,M,M,51,L,116,1,0,3,2,1,,,,,1,1,Y,S,1965,816,4,,,,,,,,,,,,1,1,,,,1,,,,,,,,,1,,8,2273.95,2839.84,2158.03,3645.26,8780.27,1774.68,4976.91,26242.52,8827.63,155.7,14358.74
94526,13,Danville,CA,Contra Costa,F,M,53,O,179,,0,4,2,2,,,,1,1,1,Y,S,1995,999,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,1,,6,2304.68,2960.44,2135.89,3756.38,8811.26,1948.79,5289.4,26577.81,8854.15,156.41,14412.23
33180,86,Miami,FL,Miami-Dade,F,M,28,K,44,1,2,5,4,0,,,,,,,Y,S,1967,326,10,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,,,1,,,1,,,1,,4,1407.16,1917.67,611.55,2399.18,6523.62,724.47,4288.67,17058.17,4905.18,86.23,12438.71
90046,37,Los Angeles,CA,Los Angeles,M,S,51,G,56,,0,1,1,0,,,,,,,Y,S,1924,831,4,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,8,1611.24,1363.45,1180.78,2447.57,6616.74,947.66,3076.06,20500.45,5134.65,100.33,9782.81
11768,103,Northport,NY,Suffolk,M,S,80,H,71,1,16,1,1,0,,,,,,,Y,S,1989,544,3,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,2,2503.43,2784.64,2565.99,3240.92,8442.93,1752.55,5615.69,25974.15,9817.66,158.27,14638.36
55439,53,Minneapolis,MN,Hennepin,M,M,22,O,120,,0,3,2,1,,,,,1,1,Y,S,1969,534,15,1,1,1,1,,,,1,,1,1,,1,,1,,,1,1,1,1,,1,,,1,,1,1695.1,5777.73,1771.18,5037.83,8375.65,1843.82,6847.68,25085.16,8638.55,295.21,17651.4
94114,75,San Francisco,CA,San Francisco,M,M,63,K,104,1,18,2,2,0,,,,,,,Y,S,1905,999,15,1,,,1,1,,,,1,1,1,,1,,1,,,1,,1,,,1,,,1,,7,2065.02,2272.63,1735.14,3495.85,8468.17,1474.11,4151.72,26002.9,8399.34,143.57,13451.83
1748,17,Hopkinton,MA,Middlesex,F,M,59,N,140,2,30,2,2,0,,,,,,,Y,S,1985,573,15,1,,1,1,1,,,,,1,1,,1,1,,,1,1,,1,,,1,,,1,,3,2273.62,2162.1,2792.75,3951.19,10947.69,2104.59,5788.51,26499.7,11530.79,178.92,15621.86
98004,33,Bellevue,WA,King,M,M,48,N,102,,0,6,2,4,,1,,1,,1,Y,S,1994,756,15,1,,,,1,,,,,1,1,1,1,,,,1,1,1,,,,,,,1,,2,1843.58,2658.83,1206.02,4203.89,9132.71,1662.21,4062.76,22788.19,7627.29,153.66,13692.1
95746,61,Granite Bay,CA,Placer,F,M,63,O,165,1,31,3,2,1,,1,,,,1,Y,S,1996,705,6,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,1,,,,,,1,,2,2293.09,2735.36,2204.62,3533.96,8750.75,1783.61,5033.38,25684.68,8462.76,149.88,14078.29
92009,73,Carlsbad,CA,San Diego,M,S,39,L,126,,0,1,1,0,,,,,,,Y,S,1978,685,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,9,2168.33,2342.43,1969.4,3510.99,8712.54,1614.42,4872.69,25852.17,8355.41,147.77,13998.86
60302,31,Oak Park,IL,Cook,F,M,55,O,255,,0,4,4,0,,,,,,,Y,S,1919,999,15,1,1,1,1,1,,,1,1,1,1,,1,,1,,1,1,,1,,,1,,,1,,1,2502.94,1690.91,2040.26,2699.88,7871.6,1446.62,4604.88,21227.78,7007.23,118.77,12585.67
63105,189,Saint Louis,MO,Saint Louis,F,M,38,O,255,,0,3,2,1,1,,,,,1,Y,S,,796,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1709.91,3080.97,1618.95,3156.3,7907.15,811.53,5118.19,18317.44,8823.4,149.31,14969.77
98004,33,Bellevue,WA,King,M,M,28,N,255,,0,4,4,0,,,,,,,Y,S,1990,461,4,1,,1,,,,,1,1,,1,,1,,1,,,,1,,,,1,,,1,,1,1843.58,2658.83,1206.02,4203.89,9132.71,1662.21,4062.76,22788.19,7627.29,153.66,13692.1
70130,71,New Orleans,LA,Orleans,M,M,53,K,56,3,2,3,2,1,,,1,,,1,Y,S,,358,2,1,1,1,1,1,1,,1,,1,1,,1,1,,,1,1,1,1,1,,1,,,1,,3,1358.29,1500.2,670.6,3079.6,5269.45,910.92,3429.42,14655.77,5150.62,59.51,10631.24
91739,71,Rancho Cucamonga,CA,San Bernardino,M,,35,L,185,,0,2,2,0,,,,,,,Y,S,2007,592,5,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,2334.7,2378.56,1949.79,3478.23,9126.23,1299.79,4195.62,25885.16,9036.2,128.88,14164.78
1772,27,Southborough,MA,Worcester,F,M,50,N,255,2,2,5,3,0,,,,,,,Y,S,1996,376,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,,1,,3,2276.96,2235.07,2723.97,3960.69,10889.25,2143.13,5881.27,26424.84,11411.24,181.92,15443.27
91501,37,Burbank,CA,Los Angeles,,M,51,J,255,2,6,3,3,0,,,,,,,Y,S,1957,999,15,,1,1,1,,,,1,1,1,1,1,1,1,1,,1,,,1,,,1,,,1,,1,1849.23,1761.38,1403.97,2743.02,7406.03,1165.61,3838.9,21670.02,5949.79,111.92,11392.89
98052,33,Redmond,WA,King,M,M,50,O,255,2,0,3,2,1,,1,,,,1,Y,S,1988,0,5,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,9,1808.63,2452.24,1292.37,4915.69,10109.04,1384.08,3852.65,23413.05,8195.47,144.15,14421.22
20036,1,Washington,DC,District Of Columbia,F,S,28,F,255,,0,0,1,0,,,,,,,,A,1907,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,4,2029.61,1822.42,1094.51,3302.1,7077.52,833.14,3253.89,20403.22,8814.18,100.64,11537.77
95441,97,Geyserville,CA,Sonoma,F,,0,L,148,,0,1,1,0,,,,,,,,S,,643,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1991.19,2238.35,1657.13,3287.86,7970.01,1631.19,4717.22,23709.06,7169.23,144.53,12810.21
32836,95,Orlando,FL,Orange,F,S,46,O,114,,0,0,2,0,,,,,,,Y,S,2002,465,9,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1505.18,1549.98,584.65,2446.5,6893.08,760.96,4105.79,17581.33,5514.95,80.9,13702.43
60068,31,Park Ridge,IL,Cook,F,M,53,O,131,2,6,6,3,3,,,,1,1,1,Y,S,1948,584,8,1,,,,1,,,,1,1,1,,1,,1,,1,1,1,1,1,,1,1,,1,,2,2500.84,2210.64,2259.85,2831.66,8184.18,1813.44,5562.38,23348.76,7275.07,150.41,14187.96
21117,5,Owings Mills,MD,Baltimore,F,M,59,L,68,2,2,3,2,0,,,,,,,Y,S,,404,5,,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,,1,,,1,,,1,,1,1892.02,2162.16,1594.86,3171.89,8115.7,1104.54,4372.22,21254.34,8127.35,168.98,12861.41
23226,760,Richmond,VA,Richmond City,F,M,50,O,195,3,0,5,2,1,,,,,1,1,Y,S,1998,999,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,6,1944.87,2163.21,964.49,2577.97,7287.71,850.77,4228.93,19819.03,6787.25,112.78,14042.36
89703,510,Carson City,NV,Carson City,M,M,32,O,99,1,7,5,4,1,1,,,,,1,Y,S,2004,572,9,,,1,1,1,,,,1,1,1,1,1,1,1,,1,1,,1,,,1,,,1,,5,1727.83,2466.56,1129.51,3222.22,7027.92,1710.38,4817.84,18907.02,6232.13,135.53,11708.43
95014,85,Cupertino,CA,Santa Clara,F,M,56,O,131,,0,0,4,0,,,,,,,Y,S,1963,999,0,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,1,2369.49,3401.68,1928.55,3486.34,8802.89,1588.1,4586.5,24849.58,8954.04,120.86,13326.18
85207,13,Mesa,AZ,Maricopa,M,M,64,O,200,2,0,5,4,1,,,,,,1,Y,S,2000,501,13,1,1,1,1,,,,1,,1,1,,1,,,,1,,,1,1,,1,1,,1,,1,1675.49,2359.91,850.24,3968.4,6727.72,952.31,4266.14,18032.25,6730.39,125.74,15681.74
20646,17,La Plata,MD,Charles,M,M,58,N,250,1,2,3,3,0,,,,,,,Y,S,1997,0,8,,1,1,,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,2,1706.46,2588.25,1682.94,3361.91,8398.31,1131.24,5126.6,21647.44,8239.25,175.46,12928.18
10987,71,Tuxedo Park,NY,Orange,M,M,46,N,96,1,6,3,2,1,,,,,1,1,Y,S,2004,492,8,,,,,1,,,,,,1,1,1,1,,,,1,1,,,,,,,1,,6,2215.44,2368.34,2010.01,2831.39,7871.67,1574.71,5008,24440.66,8335.11,144.21,13419.96
20832,31,Olney,MD,Montgomery,M,S,60,O,116,2,5,3,2,1,,,,,,1,Y,S,2001,442,4,,1,1,1,,,,1,1,1,1,,1,1,1,,1,,,1,,,1,,,1,,2,1968.99,2658.93,2121.71,3905.01,9211.59,1295.48,5647.11,25464.86,10301.37,185.08,15761.57
