zip_code,county_code,city,state,county_name,gender,marital_status,age,income,median_income,education_code,occupation,num_in_hhld,num_of_adults,num_of_children,child0_3,child4_6,child7_9,child10_11,child13_18,children,home_owner,dwelling_type,year_structure,median_home_value,len_of_residence,great_outdoors,sporting_life,health_fitness,luxury_life,doit_yourselfer,truck_owner,motor_cycle,sports,entertainment_enth,hobbyists,avid_readers,collectors,travel,pets,music,toys,art_craft,gardening,family,food,cars,casino_gambling,contributors,travel_business,travel_personal,travel_vacation,donor_arts_or_cultural,contributor_index,AAPPAREL,ACASHCONT,AEDUCATN,AENTRTAIN,AFOODTOTL,AGTOTALE,AHEALTH,AHOUSING,AINSPENSN,AREADING,ATRANS
1775,17,Stow,MA,Middlesex,F,M,48,L,132,2,48,3,2,1,,,,1,,1,Y,S,2005,412,8,1,1,1,1,1,,,1,,1,1,1,1,,,,1,1,1,1,,,1,,,1,,5,2203.22,2262.26,2366.3,3923.54,10558.36,2235.36,5917.43,25217.14,10864.06,184.71,14823.24
2421,17,Lexington,MA,Middlesex,F,M,62,O,104,3,0,3,2,1,,,,,,1,Y,S,1954,694,7,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,1,1,,2,2170.18,2414.1,2210.22,3935.63,10350.69,2065.28,6071.38,25297.21,10274.87,192.78,14564.99
95030,85,Los Gatos,CA,Santa Clara,M,M,72,N,101,3,31,3,3,0,,,,,,,Y,S,1953,999,15,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,,1,,,1,1,,1,,2,2155.18,2882.7,2048.71,3592.49,8408.22,1976.04,5296.18,26201.21,8287.52,161.45,14057.92
53704,25,Madison,WI,Dane,M,M,35,O,141,,0,4,4,0,,,,,,,Y,S,1968,409,12,1,1,1,1,1,,,1,1,1,1,,1,,1,,1,1,,1,,,1,1,,1,,7,1546.2,1827.08,1070.61,2819.57,6555.11,704.69,3642.71,17437.67,6108.82,96.02,10635.16
98075,33,Sammamish,WA,King,M,M,55,O,121,1,0,2,2,0,,,,,,,Y,S,1969,453,6,,1,,,1,,,1,,1,1,,1,,,,1,1,,1,,,1,,,1,,1,1921.98,2952.95,1623.18,6374.79,11927.22,1766.86,4376.96,25564.62,9785.26,176.06,15860.77
78731,453,Austin,TX,Travis,F,M,42,O,103,1,0,3,2,0,,,,,,,Y,S,1981,471,8,,,,1,1,,,,,1,1,,1,,,,1,1,,1,,,1,,,1,,4,1842.28,2403.87,982.15,3075.75,7206.02,1130.89,4539.44,20072.04,7270.07,99.14,13905.65
10301,85,Staten Island,NY,Richmond,F,M,51,O,200,1,6,6,5,1,,,,,1,1,Y,S,1960,0,15,1,1,1,1,,,,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,1,1905.01,1594.48,1683.4,2117.28,6497.98,1060.72,3663.59,20906.47,5928.62,97.05,10280.8
92130,73,San Diego,CA,San Diego,F,S,46,O,122,2,2,2,2,0,,,,,,,Y,S,1993,697,12,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,6,2375.1,2711.15,2225.15,3746.35,9372.03,1513.03,4546.84,27058.73,9624.18,142.24,14664.23
33330,11,Davie,FL,Broward,M,M,55,O,153,1,6,4,3,1,,,,,1,1,Y,S,1999,733,14,1,1,1,1,,1,,1,1,1,1,1,1,,1,,,,1,1,1,,1,1,,1,,3,2034.61,1721.23,701.13,3017.04,8234.24,1016.3,4733.45,19966,7625.57,94.43,15981.83
95973,7,Chico,CA,Butte,,,86,F,150,,0,0,4,0,,,,,,,,S,1992,422,0,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1700.17,1602.92,1278.1,2574.08,6918.32,1084.09,3693.81,20562.58,5353.83,107.84,10655.58
8820,23,Edison,NJ,Middlesex,M,S,54,O,118,,0,2,1,1,,,,,,1,Y,S,1964,591,15,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,4,2757.75,1992.31,3531.82,3391.08,9499.4,2933.54,5030.31,30695.22,9176.36,177.54,15330.61
90274,37,Rolling Hills,CA,Los Angeles,M,S,33,O,145,3,6,7,6,1,,,1,,,1,Y,S,,999,1,,1,1,1,,,,1,1,1,1,,1,,1,,1,1,1,1,,,1,1,,1,,3,2324.34,3585.11,2101.57,3758.35,8618.37,2256.54,6088.75,26410.91,8620.65,160.93,14212.46
1730,17,Bedford,MA,Middlesex,M,M,23,N,255,,0,5,2,3,,,,1,1,1,Y,S,1964,448,15,1,1,1,1,,,,1,1,1,1,,1,1,1,,1,1,1,1,,,1,,,1,,1,2093.71,2233.62,2098.73,3753.84,10133.53,2003.69,5876.21,24692.94,10028.09,181.83,14427.59
2043,23,Hingham,MA,Plymouth,F,M,23,K,86,,0,5,3,2,,,,1,1,1,Y,S,1845,648,10,1,1,1,1,,,,1,,1,1,,1,,1,,1,1,1,1,,,1,,,1,,1,2037,2426.89,1942.61,3823.57,10075.91,1893.57,6052.49,24804.73,9833.58,190.83,14638.99
92106,73,San Diego,CA,San Diego,F,M,41,O,98,,0,0,2,0,,,,,,,Y,S,,995,4,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1915.98,2043.89,1522.41,3089.79,7502.6,1465.42,4459.45,23260.7,6701.78,131.49,11774.65
20854,31,Potomac,MD,Montgomery,M,S,0,N,255,,0,0,2,0,,,,,,,Y,S,2002,0,9,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1817.51,3319.37,2259.95,4099.75,9891.26,1419.95,6593.26,27017.12,10841.81,199.78,16010.37
33134,86,Coral Gables,FL,Miami-Dade,F,M,46,O,116,1,6,5,3,2,,,,1,1,1,Y,S,2010,749,2,1,,1,,1,,,,1,,1,,1,,1,,,1,,,1,,,,,1,,5,1384.42,1592.5,579.36,2316,6395.42,696.23,3960.03,16646.97,4768.18,77.87,12269.84
91360,111,Thousand Oaks,CA,Ventura,M,M,54,O,107,2,7,4,2,2,,,1,1,,1,Y,S,1962,585,15,1,1,1,1,1,,,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,2,1958.3,2205.2,1648.84,3021.08,7702.57,1520.71,4589.2,22945.09,6625.15,127.98,12225.78
92253,65,La Quinta,CA,Riverside,M,S,0,K,105,,0,1,1,0,,,,,,,Y,S,,796,15,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1914.73,2241.49,1523.39,3200.96,7509.97,1612.69,4768.49,23141.23,6576.96,138.58,12263.12
80504,123,Longmont,CO,Weld,M,M,28,L,250,1,6,4,3,1,,,,,,1,Y,S,1970,0,9,1,1,1,1,1,,,1,,1,1,1,1,,,,1,1,,1,1,,1,,,1,,4,2706.69,2045.58,1041.43,4101.87,8176.27,1199.8,4739.3,21040.59,6954.02,103.03,13010.54
1921,9,Boxford,MA,Essex,M,M,43,O,139,2,2,5,5,0,,,,,,,Y,S,1959,603,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,1,,3,2409.7,2488.24,2883.3,4397.85,11485.72,2642.74,6401.87,26896.79,12561.17,202.66,15584.96
94582,13,San Ramon,CA,Contra Costa,F,,49,L,255,2,0,5,3,2,,,1,1,,1,Y,S,1985,1,7,1,,,1,,,,,,1,1,1,1,,1,,,,1,1,,,1,,,1,,3,2457.02,2844.44,1990.79,3820.69,9463.32,1359.94,4081.82,26627.31,9904.43,121.94,13832.82
85749,19,Tucson,AZ,Pima,F,S,54,L,255,,0,3,2,0,,,,,,1,Y,S,2001,607,7,,,,,,,,,,1,1,,1,1,,,,,1,1,1,,,,,1,,6,1878.01,2989.5,1010.83,4603.62,7451.32,1214.49,4986.59,20353.19,8602.58,158.03,16867.37
45243,61,Cincinnati,OH,Hamilton,F,M,86,L,255,1,8,2,2,0,,,,,,,Y,S,1966,738,14,,,,1,1,1,,,1,1,1,,1,,1,,1,1,,1,1,,1,,,1,,2,1989.17,2859.1,1824.79,2593.66,8038.3,1689.83,4848.54,17294.58,8332.52,136.15,12274.04
7039,13,Livingston,NJ,Essex,M,M,51,O,155,3,2,5,3,2,1,,,,1,1,Y,S,1900,764,8,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,2,3018.88,2384.63,4125.95,3927.93,10177.9,4109.72,6071.76,32017.16,10239.8,224.41,16544.56
10801,119,New Rochelle,NY,Westchester,F,M,33,M,163,,0,3,3,0,,,,,,,W,S,1908,647,1,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,1,,8,1931.29,1491.81,1653.61,2123.89,6519.34,1054.67,3641.95,21078.45,5839.73,97.33,10468.79
32963,61,Vero Beach,FL,Indian River,M,M,84,O,255,,0,0,2,0,,,,,,,Y,S,1979,0,3,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,1,1656.89,3321.2,613.92,2882.17,7305.15,1058.09,6079.13,18886.79,4918.26,132.01,12932.66
63131,189,Saint Louis,MO,Saint Louis,M,M,37,L,190,,0,3,2,0,,,,,,,Y,S,1985,690,9,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,1,1856.13,4533.84,2012.25,3398.44,9108.32,1020.25,6406.32,20531.01,10431.08,201.72,19266.69
21403,3,Annapolis,MD,Anne Arundel,M,M,61,O,200,2,13,4,3,1,,1,,,,1,Y,S,2004,0,10,,1,1,1,,,,1,,1,1,1,1,,,,,,,1,,,1,,,1,,1,1738.18,2488.51,1467.42,3171.71,8209.56,1147.52,5016.69,21259.56,8008.43,173.2,12743.49
70131,71,New Orleans,LA,Orleans,F,M,63,O,184,1,6,3,3,0,,,,,,,Y,S,2003,630,9,1,1,1,1,1,,,1,,1,1,1,1,,1,,1,1,1,1,,,1,1,,1,,1,1442.04,1991.65,760.36,3708.05,6052.7,1114.25,4390.65,16071.11,6023.06,79.24,12808.37
11758,59,Massapequa,NY,Nassau,M,M,25,O,111,,0,7,3,4,,1,1,1,,1,Y,S,1978,680,15,,1,1,,,,,1,1,,1,1,1,,1,,,,,,1,,,1,,1,,3,2371.58,2446.13,2384.41,3034.64,8056.17,1624.48,5232.1,25291.29,8907.27,145.46,13998.69
90064,37,Los Angeles,CA,Los Angeles,F,S,49,L,255,,0,2,1,0,,,,,,1,R,S,2010,999,2,1,,,,1,,,,,1,,1,1,,,,1,1,1,1,,,,,,1,,6,1994.69,2309.94,1571.22,3048.36,7713.99,1409.82,4207.01,23450.68,6993.05,125.91,12103.03
78620,209,Dripping Springs,TX,Hays,M,M,75,N,99,2,0,6,5,1,,,,,1,1,Y,S,1998,317,15,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,,1,2001.97,2346,1295.36,3675.41,8113,1481.27,5047.37,22472.03,8963.1,105.95,15827.49
20817,31,Bethesda,MD,Montgomery,F,M,51,O,146,4,0,4,2,2,,,,1,,1,Y,S,1968,728,4,1,1,,,,,,1,,,,,1,,,,,,1,,,,,,,1,,4,1946.41,3303.92,2163,4053.92,9425.7,1330.89,6234.92,25905.76,10155.3,203.04,15546.79
11747,103,Melville,NY,Suffolk,F,M,59,O,176,3,16,3,3,0,,,,,,,Y,S,1988,938,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,,2,2419.95,2734.62,2212.52,3147.03,8367.1,1659.33,5628.1,25738.41,9175.17,159.25,14318.33
92091,73,Rancho Santa Fe,CA,San Diego,M,M,44,O,161,,0,4,3,1,,,1,,,1,Y,S,1970,999,10,1,1,1,1,1,,,1,1,1,1,,1,1,1,,1,1,1,1,,,1,,1,1,,4,2244.23,2983.73,2090.93,3817.82,8511.03,2186.85,5773.18,26416.84,8578.77,168.37,14059.47
94131,75,San Francisco,CA,San Francisco,F,M,26,O,105,,0,5,4,0,,,,,,,Y,S,1912,935,9,,,1,1,,,,,,1,1,1,1,,,,,1,1,1,,,1,,,1,,2,2132.28,2746.24,1744.45,3443.53,8439.76,1581.33,4526.11,25501,8242.06,141.83,13372.25
91024,37,Sierra Madre,CA,Los Angeles,M,M,82,K,127,1,36,8,6,2,,,1,,,1,Y,S,1951,972,15,1,1,1,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,3,1977.41,2577.71,1745.16,3332.6,7870.09,1756.57,4852.88,24474.08,7367.18,146.79,12996.24
10580,119,Rye,NY,Westchester,F,M,28,O,93,1,2,5,5,0,,,,,,,Y,S,1976,870,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,,1,,3,2468.35,2462.51,2671.74,3334.43,8578.5,1624.01,5509.42,26524.12,9700.33,159.67,14181.14
76092,439,Southlake,TX,Tarrant,M,M,53,O,148,2,17,4,2,2,,,,1,,1,W,S,2005,479,1,,1,1,1,,,,1,,,1,1,1,1,,,1,1,1,1,,,1,,,1,,7,2255.35,2924.29,2144.65,4246.28,9702.13,2001.04,6013.44,25574.37,11246.98,115.13,17999.49
94010,81,Hillsborough,CA,San Mateo,F,M,87,O,255,,0,4,4,0,,,,,,,Y,S,1965,999,15,1,1,1,1,1,,,1,,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,,2,2176.36,2890.81,1811.28,3359.76,8375.14,1569.86,4553,24944.43,8055.14,131.95,13257.17
11360,81,Bayside,NY,Queens,M,S,38,N,93,,0,1,1,0,,,,,,,Y,S,1940,772,2,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,10,1989.64,2324.23,1594.7,2718.27,7353.48,1361.04,5049.74,23078.5,7086.95,138.21,12304.71
98110,35,Bainbridge Island,WA,Kitsap,M,M,62,K,255,2,3,4,4,0,,,,,,,Y,S,1942,610,15,1,1,1,1,1,,,1,1,,,,1,,1,,,1,1,,,,1,,,1,,1,1733.9,3048.17,1279.23,4607.03,9418.15,1709.18,4498.94,23423.48,8002.73,185.06,14147.32
11743,103,Huntington,NY,Suffolk,F,M,83,N,140,1,13,8,6,2,,,,,1,1,Y,S,1976,740,6,1,1,1,1,1,1,,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,1,2428.7,2614.96,2414.38,3098.02,8227.07,1615.94,5359.62,25898.18,9343.4,148.56,14424.58
22182,59,Vienna,VA,Fairfax,F,M,55,O,105,,0,4,3,0,,,,,,,Y,S,1996,525,15,1,1,1,1,,,,1,1,,1,,1,,1,,,1,,,,,1,,,1,,2,2101.97,2645.43,1459.23,3274.6,8669.8,1068.24,5014.17,24292.45,9214.84,138.47,16631.44
7901,39,Summit,NJ,Union,M,S,33,H,97,,0,1,1,0,,,,,,,P,A,,445,0,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,5,2773.69,1926.09,3904.24,3366.68,9417.38,3532.68,5188.61,29359.14,9058.39,166.92,14370.57
63367,183,Lake Saint Louis,MO,Saint Charles,F,M,54,O,94,,0,3,2,1,,1,,,,1,Y,S,1988,257,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,3,1606.69,2925,1510.86,3004.39,7765.75,774.53,5166.37,17635.3,8057.97,144.32,14293.47
32507,33,Pensacola,FL,Escambia,F,M,21,H,47,,0,7,4,3,,,,,,1,Y,S,1997,171,15,1,1,1,1,,,,1,1,1,1,1,1,,1,,,1,1,1,1,,1,1,,1,,1,1305.85,1299.02,548.05,2225.65,5980.39,650.38,3614.77,15485.6,4270.97,70.09,11627.2
60045,97,Lake Forest,IL,Lake,M,M,55,O,255,3,3,5,3,2,,,1,,,1,Y,S,1979,0,6,1,1,,,,,,1,,1,1,1,1,,,,1,,1,1,,,,1,,1,,1,2507.3,2357.25,2348.78,2854,8012.55,1915.1,5688.84,23334.8,7218.09,158.63,14120.65
91201,37,Glendale,CA,Los Angeles,M,M,55,N,114,3,44,6,6,0,,,,,,,Y,S,1925,941,15,1,1,1,1,1,,,1,1,1,1,1,1,,1,,,1,,1,1,1,,1,,1,,2,1756.01,1594.32,1294.98,2559.97,7047.84,1082.38,3798.69,20308,5159.78,103.96,10982.89
22102,59,Mc Lean,VA,Fairfax,F,M,61,L,227,3,0,3,3,0,,,,,,,Y,S,1981,999,4,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,2063.95,2312.24,1210.36,2971.08,8124.86,950.27,4453.86,22606.5,8329.18,116.18,14951.27
8057,5,Moorestown,NJ,Burlington,M,M,53,O,183,,0,2,2,0,,,,,,,Y,S,1996,747,7,1,1,,,1,,,1,,1,1,,1,,,,,1,,1,,,1,,,1,,7,2384.04,2009.46,3380.72,3245.88,8677.5,3178.47,5148.51,26631.9,7975.95,173.27,14035.48
93619,19,Clovis,CA,Fresno,F,S,24,L,150,,0,0,2,0,,,,,,,Y,S,,0,10,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,2213.78,2455.09,1922.87,3567.03,8752.98,1567.96,4726.44,25713.46,8465.09,144.95,13979.17
92253,65,La Quinta,CA,Riverside,M,S,61,E,52,3,18,1,1,0,,,,,,,Y,S,2003,162,10,1,,,,,,,,,,1,,1,,,,,,,,,,1,,,1,,7,1914.73,2241.49,1523.39,3200.96,7509.97,1612.69,4768.49,23141.23,6576.96,138.58,12263.12
7458,3,Saddle River,NJ,Bergen,M,M,90,C,80,1,8,2,2,0,,,,,,,Y,A,1952,357,3,,1,1,1,,,,1,1,1,1,,1,,1,,1,1,,1,,,1,1,,1,,6,2883.89,2470.92,4414.92,3752.22,9478.86,3851.96,5913.06,29915.9,10314.17,205.61,16519.68
93021,111,Moorpark,CA,Ventura,M,M,44,H,255,2,2,3,2,1,,,1,,,1,Y,S,1999,346,12,1,,,1,,,,1,,1,,,1,,,,,,,1,,,,,,1,,10,2205.68,2227.39,2001.2,3350.32,8676.07,1403.01,4386.54,24867.18,8173.51,133.93,13605.84
60062,31,Northbrook,IL,Cook,M,M,32,O,255,,0,3,3,0,,,,,,,Y,S,1979,0,15,,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,1,2498.19,2450.93,2124.65,2783.6,7986.38,1857.63,5937.13,23572.75,7050.36,159.86,14312.05
22044,59,Falls Church,VA,Fairfax,M,M,26,O,255,,0,5,3,2,,1,,1,,1,Y,S,2001,709,12,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,,,1,,,1,,1,1842.33,2075.31,1023.65,2579.46,7287.19,809.94,4019.39,20092.3,6829.35,105.67,13243.04
10505,119,Baldwin Place,NY,Westchester,F,M,28,O,144,2,2,3,3,0,,,,,,,Y,S,1984,508,15,,,1,1,1,,,,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,1,,3,2550.33,2000.75,3065.13,3217.8,8399.24,1623.35,5028.85,27117.65,10059.61,137.01,14361.93
20187,61,Warrenton,VA,Fauquier,F,M,84,L,111,1,0,4,4,0,,,,,,,Y,S,1949,410,15,1,1,1,1,1,,,1,,1,1,1,1,,,,1,1,1,1,,,1,,,1,,2,2150.74,2205.84,1353.57,2985.24,8241.13,975.55,4471.45,22946.45,8601.93,125.72,15759.86
7728,25,Freehold,NJ,Monmouth,M,M,58,O,142,1,0,2,2,0,,,,,,,Y,S,1989,543,15,1,1,1,1,,,,1,,1,1,1,1,,,,,,,1,,,1,1,,1,,1,2490.3,1747.5,3231.06,3021.31,8618.07,2825.01,4999.62,27358.08,7702.01,168.07,13395.68
91020,37,Montrose,CA,Los Angeles,F,M,27,O,106,,0,4,4,0,,,,,,,Y,S,,999,2,1,,1,1,1,,,,,1,1,,1,,,,,,,1,,,,1,,1,,6,1865.68,2311.05,1511.24,2877.53,7461.44,1326.38,3912.14,22076.09,6315.87,114.06,12023.21
10583,119,Scarsdale,NY,Westchester,F,M,51,O,251,2,5,4,2,2,,,1,1,,1,Y,S,1953,910,5,1,1,1,1,1,,,1,,1,1,,1,1,,,1,1,1,1,,,1,,,1,,3,2660.81,2649.67,2766.84,3492.31,8992.19,1775.79,5822.17,27506.03,10345.96,168.16,14765.03
77024,201,Houston,TX,Harris,M,M,44,O,255,,0,4,3,0,,,,,,,Y,S,1966,0,1,,1,,,,,,1,,1,1,,1,,,,1,1,1,1,,,,,,1,,1,1950.32,2832.45,1209.95,3468.07,7752.93,1404.51,5278.67,21166.79,7935.73,115.17,14544.59
53066,133,Oconomowoc,WI,Waukesha,F,M,37,O,143,1,0,5,5,0,,,,,,,Y,S,1991,790,8,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,1,1681.82,2660.87,1243.74,3349.92,7255.33,921.12,4425.29,19280.33,7347.93,125.2,12391.81
98290,61,Snohomish,WA,Snohomish,F,M,51,M,73,,0,3,2,1,1,,,,,1,Y,S,1908,422,7,1,1,1,,,,,1,1,,1,,1,,1,,,,,,,,1,1,,1,,8,1663.99,2660.6,1237.2,4622.95,9436.12,1441.37,4147.5,22089.45,7570.9,154.87,14171.04
90265,37,Malibu,CA,Los Angeles,M,S,35,O,170,,0,1,1,0,,,,,,,,S,1990,999,13,,,,,1,,,,,1,1,,1,,1,,,,,1,,,,,1,1,,8,2124.35,2821.02,2011.13,3571.01,8203.88,1955.65,5222.79,25810.34,8043.42,158,13740.08
2460,17,Newtonville,MA,Middlesex,F,,99,H,174,,0,2,2,0,,,,,,,,S,1920,842,2,,,,,1,,,,,1,1,,1,,,,1,1,,1,,,,,,1,,7,2009.72,2002.43,1997.72,3523.49,9853.53,1898.91,5503.34,24147.11,9717.83,166.93,14380.06
6880,1,Westport,CT,Fairfield,M,M,57,O,149,3,49,8,3,5,,,1,1,,1,Y,S,1988,999,15,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,,2,2492.83,2436.41,6173.94,4052.4,10686.57,2814.61,6178.09,27811.52,10252.89,171.47,14456.19
94132,75,San Francisco,CA,San Francisco,F,S,52,C,255,,0,1,1,0,,,,,,,R,S,1961,958,15,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,2126.57,2678.34,1785.37,2883.82,7679.37,1300.41,4149.13,22435.44,6995.14,107.39,11662.35
10577,119,Purchase,NY,Westchester,F,M,26,O,215,,0,5,4,1,,,,,1,1,Y,S,1923,999,15,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,,1,,4,2594.85,2770.01,2894.15,3431.52,8884.52,1852.25,5934.72,26865.87,10405.26,172.49,14740.98
7067,23,Colonia,NJ,Middlesex,,M,29,K,255,,0,4,3,1,,1,,,,1,Y,S,1999,0,14,,,,1,,,,,1,1,1,1,1,,1,,1,1,,1,,,,,,1,,3,2629.42,1936.23,3528.27,3270.98,9130.54,3234.34,5263.27,28592.31,8308.02,181.55,14268.8
60076,31,Skokie,IL,Cook,M,M,57,O,94,3,6,3,2,1,,,,1,,1,Y,S,2002,373,6,,1,1,1,,,,1,1,1,1,,1,,1,,,,1,1,1,,1,1,,1,,1,2376.06,1942.15,1912.14,2591.48,7761.68,1631.06,5110.3,21584.24,6664.95,130.34,12938.21
22101,59,Mc Lean,VA,Fairfax,M,M,44,N,81,,0,4,2,2,,,1,1,,1,Y,S,1950,366,2,1,1,1,1,1,,,1,,1,1,1,1,,,,1,1,1,1,,,,,,1,,5,1973.34,3225.64,1411.02,3177.99,8445.5,1125.65,5487.21,23464.66,8622.99,151.92,16211.96
21093,5,Lutherville Timonium,MD,Baltimore,M,M,53,K,255,2,2,3,2,1,,1,,,,1,W,S,1956,0,3,,,1,,,,,,,1,1,,1,,,,1,1,1,1,,,1,,,1,,2,1656.33,2952.36,1755.25,3488.09,8360.9,1306.95,5835.18,21636.72,7899.39,193.51,13077.02
80206,31,Denver,CO,Denver,F,,34,K,255,2,0,5,3,0,,,,,,,R,S,1997,0,2,,1,,,,,,1,1,1,1,,1,,1,,1,1,,1,,,1,,,1,,1,2352.86,1768.26,941.65,3583.53,7375.33,1032.74,4191.25,19402.49,6045.31,96.68,11416.37
7830,19,Califon,NJ,Hunterdon,M,M,64,O,178,3,2,5,5,0,,,,,,,Y,S,1987,870,10,,1,1,,,,,1,,,1,,1,,,1,,,1,,,,1,,,1,,1,2716.67,1942.5,4215.37,3435.32,9117.8,3923.81,5325.5,28649.65,8673.74,192.49,14935.46
90210,37,Beverly Hills,CA,Los Angeles,M,M,42,L,255,,0,6,3,1,,1,,,,1,R,S,1983,0,1,,,,,,,,,,,1,1,1,,,,1,1,1,,,,,,,1,,1,2117.23,2688.12,1934.77,3511.98,8187.42,2002.88,5463.3,25427.52,7820.29,155.92,13303.88
93012,111,Camarillo,CA,Ventura,M,M,45,N,135,2,6,5,2,3,,,1,1,,1,Y,S,2000,999,8,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,,5,1997.53,2345.81,1618.17,3072.21,7853.78,1454.6,4572.67,23324.54,6996.88,128.66,12295.15
90245,37,El Segundo,CA,Los Angeles,M,S,45,O,101,,0,2,2,0,,,,,,,Y,S,2003,580,2,,1,,,,,,1,1,1,1,,1,,1,,,,,1,,,,1,,1,,6,2071.45,2250.48,1752.78,3267.08,8191.87,1389.42,4203,24743.44,7737.26,133.08,13043.19
70809,33,Baton Rouge,LA,East Baton Rouge,F,M,49,N,75,2,0,2,1,0,,,,,,1,Y,S,1993,260,15,1,1,1,,1,,,1,1,,1,,1,,1,,,1,,,,,1,,,1,,4,1538.66,1849.41,781.08,3700.39,5949.12,1074.06,4133,16125.61,6189.09,70.81,12562.72
85255,13,Scottsdale,AZ,Maricopa,F,M,41,O,122,2,6,2,2,0,,,,,,,Y,S,1996,743,9,1,1,,,,,,1,1,1,1,,1,,1,,1,,1,1,1,,1,,,1,,6,1957.79,3033.09,979.57,4958.17,7434.93,1227.8,4975.7,20664.33,8349.01,156.31,18147.99
98110,35,Bainbridge Island,WA,Kitsap,M,M,59,O,110,2,2,5,4,1,,1,,,,1,Y,S,1986,729,15,1,1,1,1,1,,,1,,1,1,1,1,1,,,1,1,1,1,,,1,,,1,,1,1733.9,3048.17,1279.23,4607.03,9418.15,1709.18,4498.94,23423.48,8002.73,185.06,14147.32
91106,37,Pasadena,CA,Los Angeles,F,M,69,N,99,,0,4,4,0,,,,,,,Y,S,1906,999,10,,1,,1,,,,1,1,1,1,,1,,1,,,1,1,1,,,1,,,1,,3,1950.6,1838.68,1356.9,2737.72,7363.51,1088.68,3488.19,21622.52,6217.41,105.48,11221.08
98005,33,Bellevue,WA,King,M,M,63,O,157,3,2,4,4,0,,,,,,,Y,S,1969,949,15,1,1,1,1,1,,,1,1,1,1,,1,1,1,,,1,,1,,,,,,1,,1,1774.88,2582.17,1209.64,4328.63,9207.95,1567.93,4005.22,22504.93,7552.53,151.2,13983.15
92009,73,Carlsbad,CA,San Diego,F,M,50,O,167,2,6,2,2,0,,,,,,,Y,S,1997,999,13,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,4,2168.33,2342.43,1969.4,3510.99,8712.54,1614.42,4872.69,25852.17,8355.41,147.77,13998.86
87122,1,Albuquerque,NM,Bernalillo,M,M,45,O,255,1,16,5,3,2,,,1,1,,1,Y,S,,737,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,5,2405.26,3601.46,1550.64,4380.67,9269.97,1760.83,5610.94,24113.19,9113.8,174.67,14979.43
2840,5,Newport,RI,Newport,F,,32,J,57,2,18,3,2,1,,,,,,1,Y,A,1880,2,11,,1,1,1,,,,1,,1,1,,1,1,,,,1,1,1,,,1,,,1,,7,1640.51,1420.05,1556.17,2474.34,7213.97,1220.63,3945.06,19538.02,5977.64,116.05,10834.49
55391,53,Wayzata,MN,Hennepin,M,M,22,O,255,,0,6,5,1,,,,,1,1,Y,S,1985,474,2,1,1,1,1,,,,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,,1,1800.64,5200.76,1829.78,5204.78,8386.76,1892.26,6597.91,25912.76,8686.32,281.53,17277.99
